HCS_DRUG_CAT,TCGPI_ID,NDC_UPC_HRI,TCGPI_NAME,DRUG_NAME,BUP_INJECTION
BENZO,57100030100105,50349005305,Clorazepate Dipotassium Cap 3.75 MG,NULL,0
BENZO,57100030100105,50349005310,Clorazepate Dipotassium Cap 3.75 MG,NULL,0
BENZO,57100030100105,52446008921,Clorazepate Dipotassium Cap 3.75 MG,NULL,0
BENZO,57100030100105,52555005301,Clorazepate Dipotassium Cap 3.75 MG,NULL,0
BENZO,57100030100105,52555005305,Clorazepate Dipotassium Cap 3.75 MG,NULL,0
BENZO,57100030100105,54274064610,Clorazepate Dipotassium Cap 3.75 MG,NULL,0
BENZO,57100030100105,54274064630,Clorazepate Dipotassium Cap 3.75 MG,NULL,0
BENZO,57100030100105,54274078210,Clorazepate Dipotassium Cap 3.75 MG,NULL,0
BENZO,57100030100105,54274078230,Clorazepate Dipotassium Cap 3.75 MG,NULL,0
BENZO,57100030100110,3083850,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,3083860,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,5340123,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,536340701,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,536341001,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,677116801,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,781220701,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,832102000,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,832102050,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,839733306,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,40893079030,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,47202258001,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,50349005401,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,50349005405,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,50349005410,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,52446009021,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,52493079030,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,52555005401,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,52555005405,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,54274064710,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,54274064730,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,54274078310,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100110,54274078330,Clorazepate Dipotassium Cap 7.5 MG,NULL,0
BENZO,57100030100115,3087050,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,3087060,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,5340223,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,603300321,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,677116901,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,781220801,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,832102100,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,832102150,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,839733406,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,47202258101,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,50349005501,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,50349005505,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,50349005510,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,52446009721,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,52555005501,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,52555005505,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,54274064810,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100115,54274078410,Clorazepate Dipotassium Cap 15 MG,NULL,0
BENZO,57100030100305,3013350,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,3013360,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,3086250,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,3086260,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,5343423,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,5343431,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,47045124,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,47045130,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,74438911,Clorazepate Dipotassium Tab 3.75 MG,Tranxene-T,0
BENZO,57100030100305,74438913,Clorazepate Dipotassium Tab 3.75 MG,Tranxene-T,0
BENZO,57100030100305,74438953,Clorazepate Dipotassium Tab 3.75 MG,Tranxene-T,0
BENZO,57100030100305,93020101,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,93020105,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,102383501,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,157024101,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,157024105,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,182000901,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,182000905,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,228207810,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,228207850,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,228306711,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,228306750,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,247079007,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,247079014,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,247079030,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,247079050,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,302110501,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,304183401,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,304183405,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,304583401,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,339400112,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,349871801,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,349871805,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,349886201,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,349886205,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,349896001,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,349896005,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,349898401,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,364220101,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,364220105,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,367207810,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,378003001,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,378003005,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,405005001,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,405005002,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,440731030,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,440731090,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,472004710,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,472004750,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,536494001,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,536494005,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,580158101,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,580158105,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,591036301,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,591036305,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,603300421,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,603300428,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,677117501,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,719019510,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,719019512,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,781186501,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,781186505,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,781186513,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,814162014,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,839733506,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,839733512,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,904397040,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,904397060,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,904397061,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,11845036301,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,11845036303,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,13107031901,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,13107031905,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,17236067601,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,17236067605,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,21695043356,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,21695043360,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,21695043390,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,23490526203,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,47202256801,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,47202258901,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,47679084501,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,47679084535,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,50111098601,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,50111098602,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,50349015601,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,50349015605,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,50349015610,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,51079063320,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,51285063302,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,51285063304,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,51432054703,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,51641024201,Clorazepate Dipotassium Tab 3.75 MG,Gen-XENE,0
BENZO,57100030100305,51641024203,Clorazepate Dipotassium Tab 3.75 MG,Gen-XENE,0
BENZO,57100030100305,51641024205,Clorazepate Dipotassium Tab 3.75 MG,Gen-XENE,0
BENZO,57100030100305,51641024211,Clorazepate Dipotassium Tab 3.75 MG,Gen-XENE,0
BENZO,57100030100305,51672404201,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,51672404202,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52273022501,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52273022505,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52446053121,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52446053128,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52544036301,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52544036305,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52544083501,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52544083505,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52555015601,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52555015605,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52555098601,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52555098605,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52959087330,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,52959087360,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,53265004810,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,53265004850,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,53506080130,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54124043530,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54274010110,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54274010130,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54274014910,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54274014930,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54274065110,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54274065130,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54569094000,Clorazepate Dipotassium Tab 3.75 MG,Tranxene-T,0
BENZO,57100030100305,54569094001,Clorazepate Dipotassium Tab 3.75 MG,Tranxene-T,0
BENZO,57100030100305,54569094002,Clorazepate Dipotassium Tab 3.75 MG,Tranxene-T,0
BENZO,57100030100305,54569094003,Clorazepate Dipotassium Tab 3.75 MG,Tranxene-T,0
BENZO,57100030100305,54569095200,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54569095201,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54569095202,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54569095203,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54569095204,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54868213300,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54868213301,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54868213302,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54868213303,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54868213304,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54977033520,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,54977033599,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,55045375101,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,55081522200,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,55081522201,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,55081522202,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,55292030101,Clorazepate Dipotassium Tab 3.75 MG,Tranxene-T,0
BENZO,57100030100305,55887035130,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,55887035160,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,55887035190,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,55953098140,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,55953098170,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,57866494001,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,57866494002,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,58016084330,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,60429052701,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,60429052705,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,62584067901,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,63304055201,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,63304055205,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,63629364601,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,63629364602,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,63629364603,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,63874124203,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,63874124206,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,67544081353,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,68084078411,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,68084078421,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,68387051090,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100305,70954015910,Clorazepate Dipotassium Tab 3.75 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,3015750,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,3015760,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,3090550,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,3090560,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,5343523,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,5343531,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,47045224,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,47045230,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,74439011,Clorazepate Dipotassium Tab 7.5 MG,Tranxene-T,0
BENZO,57100030100310,74439013,Clorazepate Dipotassium Tab 7.5 MG,Tranxene-T,0
BENZO,57100030100310,74439053,Clorazepate Dipotassium Tab 7.5 MG,Tranxene-T,0
BENZO,57100030100310,93020201,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,93020205,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,102384001,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,157024201,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,157024205,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,182001001,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,182001005,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,228208110,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,228208150,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,228306811,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,228306850,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,247079107,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,247079114,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,302110601,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,304183501,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,304183505,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,304583501,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,339400312,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,349871901,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,349871905,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,349886301,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,349886305,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,349896101,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,349896105,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,349898501,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,364220201,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,364220205,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,367208110,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,367208150,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,378004001,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,378004005,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,403212630,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,405005101,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,405005102,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,440731106,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,440731110,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,440731120,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,440731130,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,472004910,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,472004950,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,536494101,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,536494105,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,580158201,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
BENZO,57100030100310,580158205,Clorazepate Dipotassium Tab 7.5 MG,Clorazepate Dipotassium,0
